Temp (°C),Dew Point Temp (°C),Rel Hum (%),Precip. Amount (mm),Wind Spd (km/h),Stn Press (kPa),Visibility (km),Weather
3.5,0.6,81.0,0.0,5.0,99.44,14.5,0
2.8,0.5,85.0,0.0,5.0,99.5,12.9,0
2.9,1.1,88.0,0.0,5.0,99.51,12.9,0
3.6,1.8,88.0,0.0,18.0,99.6,12.9,0
3.3,1.7,89.0,0.0,11.0,99.61,12.9,0
3.6,2.1,90.0,0.0,8.0,99.65,12.9,0
4.2,2.2,87.0,0.0,8.0,99.64,12.9,0
4.9,3.4,90.0,0.0,5.0,99.65,9.7,3
5.3,3.5,88.0,0.0,9.0,99.71,12.9,0
5.4,4.1,91.0,0.0,4.0,99.7,11.3,0
6.3,5.0,91.0,0.0,15.0,99.64,8.1,3
6.0,4.8,92.0,0.0,11.0,99.66,8.1,3
6.2,4.4,88.0,0.0,21.0,99.65,12.9,0
6.2,4.4,88.0,0.0,17.0,99.68,12.9,0
6.0,4.5,90.0,0.0,15.0,99.7,11.3,0
6.3,4.6,89.0,0.0,17.0,99.72,11.3,0
6.1,4.6,90.0,0.0,17.0,99.8,12.9,0
5.5,4.3,92.0,0.0,9.0,99.82,9.7,3
6.1,4.0,87.0,0.0,15.0,99.77,12.9,0
5.8,4.0,88.0,0.0,11.0,99.77,11.3,0
6.0,4.0,87.0,0.0,9.0,99.79,12.9,0
5.2,3.9,91.0,0.0,8.0,99.76,11.3,0
4.5,3.8,95.0,0.0,11.0,99.78,6.4,3
4.5,3.7,94.0,0.0,11.0,99.76,6.4,3
3.5,2.9,96.0,0.0,9.0,99.74,4.8,3
4.8,4.0,94.0,0.0,4.0,99.76,14.5,0
4.2,3.5,95.0,0.0,0.0,99.76,16.1,0
5.2,4.3,94.0,0.0,0.0,99.77,16.1,0
5.1,3.9,92.0,0.0,8.0,99.88,16.1,0
4.3,3.6,95.0,0.0,8.0,99.97,16.1,0
3.6,2.5,92.0,0.0,5.0,100.11,16.1,0
6.2,4.7,90.0,0.0,5.0,100.22,16.1,0
6.9,5.0,88.0,0.0,13.0,100.28,16.1,0
7.7,4.9,82.0,0.0,11.0,100.35,12.9,0
8.2,4.4,77.0,0.0,11.0,100.34,16.1,0
8.4,4.2,75.0,0.0,8.0,100.35,16.1,0
8.2,4.6,78.0,0.0,11.0,100.37,16.1,0
9.1,4.2,71.0,0.0,9.0,100.4,16.1,0
9.4,3.4,66.0,0.0,4.0,100.46,16.1,0
6.0,2.7,79.0,0.0,5.0,100.49,16.1,0
6.2,2.9,79.0,0.0,8.0,100.55,16.1,0
6.2,2.8,79.0,0.0,8.0,100.56,16.1,0
5.5,2.9,83.0,0.0,13.0,100.59,16.1,0
6.7,3.0,77.0,0.0,13.0,100.61,16.1,0
6.0,3.3,83.0,0.0,13.0,100.62,14.5,0
5.3,3.3,87.0,0.0,21.0,100.57,12.9,0
6.2,4.0,86.0,0.0,26.0,100.52,8.1,3
5.9,3.9,87.0,0.0,28.0,100.42,6.4,3
5.9,4.2,89.0,0.0,32.0,100.35,8.1,3
5.8,4.3,90.0,0.0,34.0,100.28,6.4,3
6.0,4.5,90.0,0.0,35.0,100.2,6.4,3
5.5,4.3,92.0,0.0,35.0,99.99,6.4,3
5.7,4.5,92.0,0.0,37.0,99.81,6.4,3
5.6,4.4,92.0,0.0,39.0,99.75,6.4,3
5.6,5.0,96.0,0.2,37.0,99.6,4.0,2
5.6,4.9,95.0,0.2,50.0,99.3,4.0,2
5.6,4.9,95.0,0.8,41.0,99.11,4.8,2
5.8,4.9,94.0,0.5,39.0,98.89,9.7,2
5.9,5.0,94.0,1.8,34.0,98.75,4.8,12
6.2,5.5,95.0,3.5,28.0,98.65,6.4,2
7.1,6.2,94.0,0.2,24.0,98.53,14.5,5
6.2,5.6,96.0,0.0,13.0,98.6,12.9,0
7.9,6.0,88.0,0.0,15.0,98.74,16.1,0
8.3,4.0,74.0,0.0,43.0,98.85,16.1,0
7.7,3.5,75.0,0.0,41.0,98.95,16.1,0
6.8,2.6,75.0,0.0,39.0,99.08,16.1,0
6.1,2.5,78.0,0.0,45.0,99.16,16.1,0
5.9,1.8,75.0,0.0,35.0,99.31,16.1,0
5.4,1.8,78.0,0.0,32.0,99.41,16.1,0
5.2,2.2,81.0,0.0,30.0,99.47,16.1,0
5.6,1.3,74.0,0.0,39.0,99.58,16.1,0
5.4,1.7,77.0,0.0,30.0,99.61,16.1,0
5.7,2.5,80.0,0.0,26.0,99.73,16.1,0
6.7,2.5,74.0,0.0,22.0,99.89,16.1,0
5.2,0.9,74.0,0.0,37.0,100.07,16.1,0
4.1,1.3,82.0,0.0,22.0,100.34,16.1,0
3.7,-0.3,75.0,0.0,24.0,100.63,16.1,0
3.0,-1.6,72.0,0.0,30.0,100.85,16.1,0
2.5,-2.2,71.0,0.0,21.0,101.11,16.1,0
2.6,-2.2,71.0,0.0,18.0,101.26,16.1,0
2.5,-2.0,72.0,0.0,17.0,101.43,16.1,0
2.2,-2.9,69.0,0.0,26.0,101.55,16.1,0
1.9,-2.9,71.0,0.0,24.0,101.57,16.1,0
2.2,-4.3,62.0,0.0,32.0,101.64,16.1,0
2.4,-4.5,60.0,0.0,15.0,101.61,16.1,0
1.8,-5.2,60.0,0.0,21.0,101.67,16.1,0
1.1,-5.4,62.0,0.0,15.0,101.78,16.1,0
0.3,-5.5,65.0,0.0,15.0,101.84,16.1,0
0.0,-6.0,64.0,0.0,15.0,101.97,16.1,0
0.0,-5.1,69.0,0.0,11.0,102.06,16.1,0
0.0,-5.6,66.0,0.0,17.0,102.09,16.1,0
-0.4,-5.8,67.0,0.0,22.0,102.18,16.1,0
-0.8,-6.0,68.0,0.0,15.0,102.22,16.1,0
-1.2,-6.0,70.0,0.0,13.0,102.14,16.1,0
-1.7,-6.0,73.0,0.0,15.0,102.08,16.1,0
-1.9,-6.4,71.0,0.0,13.0,102.14,16.1,0
-2.0,-6.4,72.0,0.0,11.0,102.18,16.1,0
-2.0,-6.2,73.0,0.0,11.0,102.12,16.1,0
-2.1,-6.0,75.0,0.0,11.0,102.11,16.1,0
-1.9,-5.9,74.0,0.0,11.0,102.18,16.1,0
-1.9,-5.9,75.0,0.0,11.0,102.12,16.1,0
-2.1,-6.1,74.0,0.0,8.0,102.08,16.1,0
-2.0,-6.0,74.0,0.0,8.0,102.12,16.1,0
-1.9,-5.8,75.0,0.0,11.0,102.12,16.1,0
-1.9,-5.4,77.0,0.0,11.0,102.1,16.1,0
-1.4,-5.3,75.0,0.0,8.0,102.12,16.1,0
-1.3,-5.1,76.0,0.0,5.0,102.01,16.1,0
-1.1,-4.4,78.0,0.0,5.0,101.92,16.1,0
-0.8,-4.6,76.0,0.0,0.0,101.85,16.1,0
-0.8,-4.3,77.0,0.0,5.0,101.8,16.1,0
-0.8,-4.0,79.0,0.0,5.0,101.79,16.1,0
-0.8,-3.8,80.0,0.0,5.0,101.73,16.1,0
-0.8,-4.0,79.0,0.0,4.0,101.74,16.1,0
-0.7,-4.6,75.0,0.0,13.0,101.72,16.1,0
-0.8,-4.3,77.0,0.0,9.0,101.7,16.1,0
-1.0,-4.8,76.0,0.0,15.0,101.65,16.1,0
-1.1,-5.1,74.0,0.0,13.0,101.58,16.1,0
-1.2,-5.6,72.0,0.0,11.0,101.55,16.1,0
-1.3,-5.5,73.0,0.0,9.0,101.48,16.1,0
-1.2,-5.6,72.0,0.0,4.0,101.4,16.1,0
-1.0,-4.9,75.0,0.0,11.0,101.38,16.1,0
-0.9,-4.8,75.0,0.0,8.0,101.35,16.1,0
-1.1,-5.2,74.0,0.0,11.0,101.42,16.1,0
-1.2,-5.2,75.0,0.0,5.0,101.33,16.1,0
-2.3,-5.6,78.0,0.0,15.0,101.31,16.1,0
-2.4,-5.5,79.0,0.0,13.0,101.36,16.1,0
-2.3,-5.3,80.0,0.0,17.0,101.41,16.1,0
-2.0,-5.0,80.0,0.0,18.0,101.35,16.1,0
-1.9,-4.6,82.0,0.0,21.0,101.38,16.1,0
-2.2,-5.2,80.0,0.0,17.0,101.37,16.1,0
-2.2,-5.1,80.0,0.0,18.0,101.27,16.1,0
-2.1,-5.1,80.0,0.0,24.0,101.19,16.1,0
-2.4,-5.8,78.0,0.0,26.0,101.09,16.1,0
-2.8,-5.8,80.0,0.0,26.0,101.11,16.1,0
-2.6,-6.5,75.0,0.0,24.0,101.09,16.1,0
-2.2,-6.6,72.0,0.0,30.0,101.05,16.1,0
-1.8,-6.5,70.0,0.0,30.0,100.98,16.1,0
-1.3,-5.5,73.0,0.0,28.0,100.95,16.1,0
-1.0,-5.7,70.0,0.0,32.0,100.91,16.1,0
-0.8,-5.6,70.0,0.0,32.0,100.79,16.1,0
-0.5,-5.5,69.0,0.0,35.0,100.77,16.1,0
-0.2,-6.1,64.0,0.0,34.0,100.73,16.1,0
-0.2,-6.4,63.0,0.0,39.0,100.7,16.1,0
-0.9,-4.1,79.0,0.0,41.0,100.58,16.1,0
-1.2,-3.3,86.0,0.0,46.0,100.43,16.1,0
-1.5,-3.2,88.0,0.0,48.0,100.33,16.1,0
-1.4,-2.7,91.0,0.0,50.0,100.21,16.1,0
-1.3,-2.7,90.0,0.0,52.0,100.07,16.1,0
-0.9,-2.6,89.0,0.0,55.0,99.9,16.1,0
-0.4,-2.3,87.0,0.0,54.0,99.75,16.1,0
-1.2,-2.6,90.0,0.0,67.0,99.64,16.1,0
-0.8,-1.9,92.0,0.0,59.0,99.63,6.4,6
-1.1,-2.0,94.0,0.8,61.0,99.46,4.8,1
-0.6,-1.5,94.0,2.0,59.0,99.32,6.4,3
-0.4,-1.0,96.0,2.8,55.0,99.22,3.6,1
0.6,0.2,97.0,2.0,55.0,99.11,4.8,1
1.0,0.1,94.0,1.5,45.0,99.02,6.4,1
-0.1,-0.7,96.0,0.8,55.0,98.99,8.1,6
0.3,-0.1,97.0,0.5,48.0,99.04,4.8,3
-0.5,-1.1,96.0,0.2,55.0,99.07,3.2,6
-0.2,-0.8,96.0,0.0,54.0,99.14,4.8,1
-0.2,-0.8,96.0,0.0,48.0,99.18,11.3,18
-0.4,-1.1,95.0,0.2,45.0,99.22,16.1,0
-0.1,-0.7,96.0,0.0,39.0,99.22,12.9,18
-0.9,-2.0,92.0,0.0,34.0,99.25,8.1,3
-1.0,-2.1,92.0,0.0,35.0,99.26,11.3,0
-1.3,-2.3,93.0,0.0,34.0,99.32,2.8,1
-1.4,-2.8,90.0,0.0,30.0,99.33,4.0,1
-1.9,-3.4,90.0,0.0,21.0,99.45,3.2,1
-2.4,-3.8,90.0,0.5,22.0,99.5,1.2,1
-2.7,-4.2,90.0,1.0,30.0,99.5,2.0,1
-2.8,-4.1,91.0,0.2,32.0,99.54,1.6,1
-2.3,-4.1,88.0,0.0,21.0,99.65,8.1,1
-2.2,-4.0,87.0,0.2,13.0,99.71,11.3,1
-1.9,-4.4,83.0,0.0,24.0,99.77,16.1,1
-1.6,-4.3,82.0,0.0,24.0,99.86,16.1,0
-1.9,-3.8,87.0,0.0,26.0,99.96,2.8,1
-1.7,-3.9,85.0,0.0,22.0,100.0,2.8,1
-1.0,-3.7,82.0,0.2,11.0,100.02,9.7,1
-0.8,-3.5,82.0,0.0,11.0,100.02,4.8,1
-0.9,-3.6,82.0,0.0,9.0,100.03,6.4,1
-1.0,-3.7,82.0,0.0,17.0,100.07,9.7,1
-0.6,-4.1,77.0,0.0,17.0,100.14,16.1,0
-0.1,-5.0,70.0,0.0,13.0,100.22,16.1,0
-0.9,-7.8,60.0,0.0,18.0,100.29,16.1,0
-0.5,-7.4,60.0,0.0,9.0,100.31,16.1,0
-0.4,-6.8,62.0,0.0,9.0,100.33,16.1,0
-0.2,-6.2,64.0,0.0,9.0,100.37,16.1,0
-0.4,-9.1,52.0,0.0,17.0,100.34,16.1,0
-0.9,-9.3,53.0,0.0,11.0,100.34,16.1,0
-1.9,-10.2,53.0,0.0,4.0,100.32,16.1,0
-3.9,-9.2,67.0,0.0,4.0,100.29,16.1,0
-4.5,-9.3,69.0,0.0,8.0,100.28,16.1,0
-4.6,-8.4,75.0,0.0,9.0,100.26,16.1,0
-5.0,-9.1,73.0,0.0,9.0,100.23,16.1,0
-5.1,-9.0,74.0,0.0,5.0,100.13,16.1,0
-5.4,-8.8,77.0,0.0,9.0,100.1,16.1,0
-5.8,-9.8,74.0,0.0,11.0,100.1,16.1,0
-5.5,-9.8,72.0,0.0,5.0,100.01,16.1,0
-4.7,-8.9,73.0,0.0,9.0,99.99,16.1,0
-3.3,-8.3,68.0,0.0,13.0,100.01,16.1,0
-2.5,-7.3,70.0,0.0,11.0,99.95,16.1,0
-1.0,-5.8,70.0,0.0,8.0,99.81,16.1,0
0.3,-2.9,79.0,0.0,13.0,99.67,16.1,0
1.4,-2.2,77.0,0.0,26.0,99.62,16.1,0
1.0,-2.4,78.0,0.0,30.0,99.59,16.1,0
0.8,-2.3,80.0,0.0,21.0,99.51,16.1,0
0.5,-2.4,81.0,0.0,21.0,99.43,16.1,0
0.3,-2.1,84.0,0.0,26.0,99.42,12.9,0
0.0,-1.9,87.0,0.0,17.0,99.36,4.0,1
-0.4,-1.3,94.0,0.0,5.0,99.29,2.4,1
0.1,-0.9,93.0,0.0,13.0,99.22,4.8,17
0.5,-1.0,90.0,0.0,21.0,99.16,9.7,3
1.0,-2.0,80.0,0.0,24.0,99.08,16.1,0
1.0,-2.2,79.0,0.0,17.0,99.03,16.1,0
1.2,-1.4,83.0,0.0,28.0,98.94,16.1,0
1.5,-1.4,81.0,0.0,30.0,98.88,16.1,5
1.6,-1.0,83.0,0.0,28.0,98.86,12.9,5
1.5,-0.3,88.0,0.0,28.0,98.79,9.7,2
1.8,-0.1,87.0,0.0,32.0,98.75,11.3,5
2.0,-0.1,86.0,0.0,34.0,98.71,9.7,3
2.0,-0.1,86.0,0.0,32.0,98.72,8.1,2
2.2,0.1,86.0,0.0,30.0,98.7,11.3,0
2.1,0.1,87.0,0.0,26.0,98.69,9.7,3
2.3,0.2,86.0,0.0,24.0,98.66,11.3,0
2.5,0.2,85.0,0.0,28.0,98.66,11.3,0
3.2,-0.4,77.0,0.0,30.0,98.6,16.1,0
2.9,-0.1,81.0,0.0,24.0,98.58,16.1,0
3.5,0.0,78.0,0.0,21.0,98.57,16.1,0
3.5,-1.3,71.0,0.0,21.0,98.63,16.1,0
3.1,-0.9,75.0,0.0,24.0,98.69,16.1,0
2.6,-0.2,82.0,0.0,21.0,98.77,16.1,5
2.5,0.4,86.0,0.0,26.0,98.83,16.1,5
2.6,0.1,84.0,0.0,21.0,98.89,16.1,5
3.0,-0.6,77.0,0.0,21.0,98.94,16.1,5
2.5,-0.8,79.0,0.0,18.0,99.01,16.1,0
2.4,-1.1,78.0,0.0,18.0,99.04,16.1,0
2.2,-1.5,77.0,0.0,22.0,99.1,16.1,0
1.9,-2.4,73.0,0.0,17.0,99.19,16.1,0
1.5,-3.0,72.0,0.0,22.0,99.27,16.1,0
1.2,-4.9,64.0,0.0,30.0,99.38,16.1,0
1.0,-5.8,61.0,0.0,22.0,99.48,16.1,0
0.9,-6.6,57.0,0.0,21.0,99.58,16.1,0
0.7,-5.0,66.0,0.0,21.0,99.67,16.1,0
0.8,-3.8,71.0,0.0,17.0,99.75,16.1,0
0.2,-3.2,78.0,0.0,18.0,99.86,16.1,1
0.3,-4.5,70.0,0.0,18.0,99.95,16.1,0
0.3,-5.6,65.0,0.0,21.0,100.06,16.1,0
-0.9,-3.8,81.0,0.0,24.0,100.19,9.7,1
0.0,-4.6,71.0,0.0,26.0,100.25,16.1,1
1.0,-5.2,63.0,0.0,34.0,100.25,16.1,5
0.9,-5.6,62.0,0.0,24.0,100.3,16.1,0
1.1,-6.8,56.0,0.0,28.0,100.36,16.1,0
1.3,-6.6,56.0,0.0,35.0,100.48,16.1,0
0.8,-7.0,56.0,0.0,26.0,100.58,16.1,0
0.2,-6.7,60.0,0.0,18.0,100.67,16.1,0
-0.2,-6.6,62.0,0.0,13.0,100.78,16.1,0
-0.2,-6.7,62.0,0.0,15.0,100.88,16.1,0
0.0,-6.7,61.0,0.0,8.0,100.89,16.1,0
0.3,-5.5,65.0,0.0,15.0,100.86,16.1,0
0.6,-4.2,70.0,0.0,17.0,100.87,16.1,0
0.7,-3.8,72.0,0.0,21.0,100.87,16.1,5
0.6,-4.1,71.0,0.0,17.0,100.84,16.1,0
0.6,-3.9,72.0,0.0,17.0,100.78,16.1,0
0.5,-3.9,72.0,0.0,9.0,100.75,16.1,0
0.2,-2.2,84.0,0.0,11.0,100.71,16.1,1
0.1,-2.8,81.0,0.0,5.0,100.59,12.9,1
-0.1,-1.4,91.0,0.0,5.0,100.46,3.6,1
0.3,-0.3,96.0,0.8,9.0,100.41,2.0,1
0.2,-0.1,98.0,2.2,21.0,100.36,1.6,1
0.2,-0.2,97.0,2.0,22.0,100.3,1.6,1
0.2,-1.0,92.0,1.5,17.0,100.33,2.0,1
0.4,-1.2,89.0,0.0,11.0,100.43,4.8,1
0.3,-1.6,87.0,0.2,11.0,100.53,6.4,1
0.0,-3.2,79.0,0.0,18.0,100.61,16.1,1
0.5,-4.2,71.0,0.0,21.0,100.7,16.1,0
0.5,-4.7,68.0,0.0,13.0,100.79,16.1,0
0.6,-5.0,66.0,0.0,22.0,100.89,16.1,0
0.4,-5.4,65.0,0.0,11.0,101.04,16.1,0
-0.5,-6.5,64.0,0.0,8.0,101.13,16.1,0
-0.7,-6.3,66.0,0.0,11.0,101.22,16.1,0
-0.3,-5.5,68.0,0.0,11.0,101.31,16.1,1
-0.3,-5.1,70.0,0.0,22.0,101.35,16.1,0
-0.6,-6.1,67.0,0.0,21.0,101.38,16.1,0
-1.2,-7.8,61.0,0.0,15.0,101.46,16.1,0
-1.9,-7.7,65.0,0.0,17.0,101.53,16.1,0
-2.5,-8.0,66.0,0.0,21.0,101.55,16.1,0
-2.5,-7.9,67.0,0.0,21.0,101.61,16.1,0
-2.2,-8.3,63.0,0.0,17.0,101.66,16.1,0
-2.3,-8.2,64.0,0.0,17.0,101.71,16.1,1
-2.6,-8.4,65.0,0.0,13.0,101.76,16.1,0
-2.7,-8.8,63.0,0.0,15.0,101.78,16.1,0
-3.4,-8.3,69.0,0.0,15.0,101.84,16.1,0
-3.3,-8.8,66.0,0.0,18.0,101.89,16.1,0
-3.5,-8.9,67.0,0.0,18.0,101.98,16.1,0
-3.4,-8.5,68.0,0.0,15.0,102.05,16.1,0
-3.3,-8.4,68.0,0.0,13.0,102.11,16.1,0
-2.7,-8.2,66.0,0.0,9.0,102.13,16.1,0
-2.2,-8.1,64.0,0.0,9.0,102.14,16.1,0
-1.9,-7.8,64.0,0.0,11.0,102.13,16.1,0
-1.6,-7.5,64.0,0.0,5.0,102.11,16.1,0
-1.2,-6.6,67.0,0.0,8.0,102.12,16.1,0
-1.6,-6.4,70.0,0.0,9.0,102.09,16.1,0
-1.0,-6.1,68.0,0.0,13.0,102.1,16.1,0
-0.9,-5.7,70.0,0.0,11.0,102.13,16.1,0
-0.9,-5.7,70.0,0.0,11.0,102.1,16.1,0
-0.2,-4.8,71.0,0.0,13.0,102.06,16.1,0
0.0,-5.4,67.0,0.0,15.0,102.02,16.1,0
0.0,-4.6,71.0,0.0,15.0,101.98,16.1,0
-0.1,-4.7,72.0,0.0,13.0,101.95,16.1,0
-0.2,-4.1,75.0,0.0,9.0,101.88,16.1,0
0.0,-3.8,75.0,0.0,9.0,101.8,16.1,0
1.1,-2.5,77.0,0.0,17.0,101.77,16.1,0
1.6,-1.1,82.0,0.0,17.0,101.72,16.1,0
1.5,-1.2,83.0,0.0,18.0,101.63,16.1,0
1.9,-1.7,77.0,0.0,21.0,101.55,16.1,0
2.2,-1.5,77.0,0.0,21.0,101.49,16.1,0
2.5,-1.8,73.0,0.0,21.0,101.4,16.1,0
2.5,-2.5,70.0,0.0,18.0,101.31,16.1,0
2.9,-2.7,67.0,0.0,13.0,101.26,16.1,0
3.3,-2.0,68.0,0.0,11.0,101.16,16.1,0
3.8,-2.0,66.0,0.0,17.0,101.06,16.1,0
4.3,-1.5,66.0,0.0,21.0,100.93,16.1,0
4.5,-0.9,68.0,0.0,15.0,100.78,16.1,0
4.7,0.9,76.0,0.0,21.0,100.69,16.1,0
4.6,1.3,79.0,0.0,30.0,100.63,16.1,0
4.6,1.8,82.0,0.0,26.0,100.59,16.1,0
4.6,2.3,85.0,0.0,18.0,100.57,16.1,0
4.3,2.8,90.0,0.0,5.0,100.51,16.1,0
4.8,3.2,89.0,0.0,8.0,100.52,16.1,0
5.3,3.2,86.0,0.0,13.0,100.52,16.1,0
4.9,3.5,90.0,0.0,11.0,100.51,16.1,0
5.4,3.6,88.0,0.0,18.0,100.51,16.1,0
5.4,3.6,88.0,0.0,17.0,100.5,16.1,0
5.2,3.5,89.0,0.0,9.0,100.48,16.1,0
4.9,3.6,91.0,0.0,8.0,100.46,16.1,0
5.5,3.7,88.0,0.0,4.0,100.43,16.1,0
5.6,3.9,89.0,0.0,0.0,100.41,16.1,5
6.0,4.2,88.0,0.2,0.0,100.34,16.1,0
6.4,3.9,84.0,0.0,8.0,100.28,16.1,0
6.0,3.6,84.0,0.0,4.0,100.23,16.1,0
6.1,3.3,82.0,0.0,8.0,100.16,16.1,0
6.2,3.0,80.0,0.0,8.0,100.1,16.1,0
6.4,3.0,79.0,0.0,5.0,100.0,16.1,0
6.6,2.9,77.0,0.0,5.0,99.89,16.1,0
5.9,3.6,85.0,0.2,4.0,99.72,12.9,5
5.6,5.0,96.0,3.5,0.0,99.51,8.1,12
5.8,5.5,98.0,1.8,11.0,99.29,11.3,5
6.2,5.9,98.0,1.0,11.0,99.06,16.1,5
6.2,5.9,98.0,0.8,0.0,98.95,11.3,5
6.5,6.4,99.0,0.8,8.0,98.81,8.1,2
6.1,5.8,98.0,0.2,8.0,98.73,16.1,0
6.1,5.8,98.0,0.0,8.0,98.71,16.1,0
6.7,6.3,97.0,0.0,28.0,98.72,16.1,0
6.4,6.0,97.0,0.0,17.0,98.74,16.1,0
6.6,6.2,97.0,0.0,15.0,98.71,16.1,0
6.3,5.7,96.0,0.0,15.0,98.73,16.1,0
6.5,5.8,95.0,0.0,21.0,98.7,16.1,0
6.6,5.7,94.0,0.0,18.0,98.72,16.1,0
6.9,6.2,95.0,0.0,18.0,98.72,16.1,0
7.7,5.9,88.0,0.0,26.0,98.8,16.1,0
8.5,5.3,80.0,0.2,45.0,98.95,16.1,5
7.9,2.8,70.0,0.0,55.0,99.08,16.1,0
6.0,0.7,69.0,0.0,26.0,99.22,16.1,0
4.7,-0.5,69.0,0.0,35.0,99.35,16.1,0
3.6,-1.6,69.0,0.0,32.0,99.57,16.1,0
2.9,-2.4,68.0,0.0,34.0,99.74,16.1,0
2.3,-3.1,68.0,0.0,17.0,99.9,16.1,0
2.2,-4.7,61.0,0.0,30.0,100.01,16.1,0
2.0,-4.2,64.0,0.0,34.0,100.15,16.1,0
1.9,-5.7,57.0,0.0,26.0,100.17,16.1,0
1.2,-6.1,58.0,0.0,32.0,100.2,16.1,0
0.6,-6.7,58.0,0.0,34.0,100.31,16.1,0
0.0,-7.8,56.0,0.0,28.0,100.41,16.1,0
-0.8,-8.1,58.0,0.0,24.0,100.64,16.1,0
-2.0,-9.6,56.0,0.0,30.0,100.78,16.1,0
-3.0,-10.3,57.0,0.0,26.0,100.98,16.1,0
-3.8,-10.9,58.0,0.0,18.0,101.17,16.1,0
-4.1,-11.5,57.0,0.0,21.0,101.23,16.1,0
-4.5,-11.2,60.0,0.0,17.0,101.31,16.1,0
-4.7,-10.8,63.0,0.0,13.0,101.34,16.1,0
-5.0,-10.9,63.0,0.0,5.0,101.34,16.1,0
-4.8,-10.2,66.0,0.0,4.0,101.37,16.1,0
-4.1,-9.6,66.0,0.0,9.0,101.34,16.1,0
-3.0,-7.5,72.0,0.0,17.0,101.27,16.1,0
-3.0,-7.1,73.0,0.0,32.0,101.32,16.1,0
-3.7,-7.7,74.0,0.0,30.0,101.3,16.1,0
-4.4,-8.3,74.0,0.0,26.0,101.31,16.1,0
-4.0,-9.5,66.0,0.0,37.0,101.33,16.1,0
-3.6,-8.9,67.0,0.0,28.0,101.35,16.1,0
-3.8,-9.8,63.0,0.0,24.0,101.34,16.1,0
-3.3,-9.6,62.0,0.0,34.0,101.34,16.1,1
-2.7,-10.3,56.0,0.0,45.0,101.27,16.1,0
-3.0,-9.2,63.0,0.0,43.0,101.26,16.1,0
-2.5,-10.5,54.0,0.0,43.0,101.2,16.1,0
-2.6,-10.7,54.0,0.0,48.0,101.14,16.1,0
-2.7,-10.7,54.0,0.0,41.0,101.26,16.1,0
-2.7,-9.4,60.0,0.0,48.0,101.4,16.1,1
-4.2,-10.6,61.0,0.0,35.0,101.6,11.3,1
-5.9,-11.2,67.0,0.0,37.0,101.8,14.5,1
-5.9,-14.0,53.0,0.0,43.0,101.97,16.1,0
-5.9,-13.0,58.0,0.0,35.0,102.1,16.1,0
-5.9,-13.7,54.0,0.0,24.0,102.18,16.1,0
-5.9,-13.0,58.0,0.0,32.0,102.26,16.1,0
-5.9,-13.1,57.0,0.0,28.0,102.32,16.1,0
-6.0,-12.9,59.0,0.0,17.0,102.39,16.1,0
-6.0,-13.1,58.0,0.0,24.0,102.46,16.1,0
-6.0,-13.4,56.0,0.0,21.0,102.47,16.1,0
-6.0,-12.5,60.0,0.0,18.0,102.55,16.1,0
-6.1,-12.4,61.0,0.0,21.0,102.6,16.1,0
-6.0,-11.7,65.0,0.0,22.0,102.68,16.1,0
-6.2,-11.6,66.0,0.0,18.0,102.69,16.1,0
-6.6,-11.6,68.0,0.0,15.0,102.72,16.1,0
-6.4,-11.7,67.0,0.0,15.0,102.76,16.1,0
-6.3,-11.7,66.0,0.0,8.0,102.79,16.1,0
-5.5,-10.2,70.0,0.0,9.0,102.86,16.1,0
-4.9,-10.2,67.0,0.0,11.0,102.85,16.1,0
-4.5,-10.7,62.0,0.0,9.0,102.78,16.1,0
-3.7,-8.4,70.0,0.0,11.0,102.68,16.1,0
-3.6,-8.7,68.0,0.0,11.0,102.58,16.1,0
-3.1,-7.5,72.0,0.0,8.0,102.46,16.1,0
-1.9,-6.1,73.0,0.0,9.0,102.37,16.1,0
-1.0,-5.7,71.0,0.0,8.0,102.29,16.1,0
-0.2,-7.3,59.0,0.0,21.0,102.19,16.1,0
0.0,-6.7,61.0,0.0,11.0,102.11,16.1,0
0.2,-6.6,60.0,0.0,17.0,101.98,16.1,0
0.4,-6.7,59.0,0.0,11.0,101.88,16.1,0
0.3,-6.2,62.0,0.0,17.0,101.77,16.1,0
0.7,-5.3,64.0,0.0,11.0,101.7,16.1,0
1.3,-4.8,64.0,0.0,11.0,101.61,16.1,0
1.8,-4.0,66.0,0.0,18.0,101.49,16.1,0
2.0,-3.1,69.0,0.0,17.0,101.4,16.1,0
2.7,-3.0,66.0,0.0,24.0,101.38,16.1,0
2.7,-2.4,69.0,0.0,21.0,101.36,16.1,0
2.5,-2.3,71.0,0.0,22.0,101.31,16.1,0
2.6,-1.9,72.0,0.0,18.0,101.27,16.1,0
2.7,-2.0,71.0,0.0,18.0,101.25,16.1,0
2.7,-2.2,70.0,0.0,13.0,101.22,16.1,0
2.3,-1.8,74.0,0.0,13.0,101.22,16.1,0
3.5,-2.1,67.0,0.0,13.0,101.24,16.1,0
3.7,-2.7,63.0,0.0,17.0,101.25,16.1,0
4.2,-1.7,66.0,0.0,17.0,101.16,16.1,0
4.3,-2.2,63.0,0.0,13.0,101.07,16.1,0
5.2,-1.7,61.0,0.0,13.0,100.99,16.1,0
4.7,-2.0,62.0,0.0,11.0,100.89,16.1,0
4.9,-2.2,60.0,0.0,11.0,100.83,16.1,0
3.8,-0.9,71.0,0.0,13.0,100.77,16.1,0
